val_ids;val_gt_size;dumbpredwtags;dumbprednotags;dumbpredselect;proposalselect
ctslice6378_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6379_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6379_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6379_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice637_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice637_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice637_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6380_1.nii;[63602.0, 0.0, 1934.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6380_2.nii;[63602.0, 0.0, 1934.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6380_3.nii;[63602.0, 0.0, 1934.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6381_1.nii;[54950.0, 4958.0, 0.0, 5628.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487, 0]
ctslice6381_2.nii;[54950.0, 4958.0, 0.0, 5628.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice6381_3.nii;[54950.0, 4958.0, 0.0, 5628.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice6382_1.nii;[61135.0, 2771.0, 0.0, 1630.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice6382_2.nii;[61135.0, 2771.0, 0.0, 1630.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61108, 4428, 0, 0, 0]
ctslice6382_3.nii;[61135.0, 2771.0, 0.0, 1630.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61108, 4428, 0, 0, 0]
ctslice6383_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6383_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6383_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6384_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6384_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6384_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6385_1.nii;[57960.0, 3479.0, 0.0, 1810.0, 2287.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice6385_2.nii;[57960.0, 3479.0, 0.0, 1810.0, 2287.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6385_3.nii;[57960.0, 3479.0, 0.0, 1810.0, 2287.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6386_1.nii;[59791.0, 0.0, 5745.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice6386_2.nii;[59791.0, 0.0, 5745.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice6386_3.nii;[59791.0, 0.0, 5745.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice6387_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6387_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6387_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6388_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6388_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6388_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6389_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6389_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6389_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice638_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice638_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice638_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6390_1.nii;[55892.0, 3703.0, 4793.0, 1148.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56112, 4428, 4996, 0, 0]
ctslice6390_2.nii;[55892.0, 3703.0, 4793.0, 1148.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice6390_3.nii;[55892.0, 3703.0, 4793.0, 1148.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56112, 4428, 4996, 0, 0]
ctslice6391_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6391_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6391_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6392_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6392_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6392_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6393_1.nii;[54208.0, 5133.0, 0.0, 6195.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice6393_2.nii;[54208.0, 5133.0, 0.0, 6195.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice6393_3.nii;[54208.0, 5133.0, 0.0, 6195.0, 0.0];[56621, 4428, 0, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice6394_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6394_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6394_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6395_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6395_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6395_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6396_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6396_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6396_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6397_1.nii;[53976.0, 3526.0, 0.0, 2279.0, 5755.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61108, 4428, 0, 0, 0]
ctslice6397_2.nii;[53976.0, 3526.0, 0.0, 2279.0, 5755.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[57402, 4428, 0, 0, 3706]
ctslice6397_3.nii;[53976.0, 3526.0, 0.0, 2279.0, 5755.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[57402, 4428, 0, 0, 3706]
ctslice6398_1.nii;[64489.0, 0.0, 1047.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6398_2.nii;[64489.0, 0.0, 1047.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6398_3.nii;[64489.0, 0.0, 1047.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6399_1.nii;[56891.0, 1803.0, 0.0, 3164.0, 3678.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[57343, 0, 0, 4487, 3706]
ctslice6399_2.nii;[56891.0, 1803.0, 0.0, 3164.0, 3678.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice6399_3.nii;[56891.0, 1803.0, 0.0, 3164.0, 3678.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice639_1.nii;[54656.0, 3464.0, 0.0, 4795.0, 2621.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61049, 0, 0, 4487, 0]
ctslice639_2.nii;[54656.0, 3464.0, 0.0, 4795.0, 2621.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61049, 0, 0, 4487, 0]
ctslice639_3.nii;[54656.0, 3464.0, 0.0, 4795.0, 2621.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice63_1.nii;[51291.0, 1580.0, 8179.0, 4486.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice63_2.nii;[51291.0, 1580.0, 8179.0, 4486.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice63_3.nii;[51291.0, 1580.0, 8179.0, 4486.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice6400_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6400_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6400_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6401_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6401_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6401_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6402_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6402_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6402_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6403_1.nii;[55383.0, 2095.0, 5475.0, 508.0, 2075.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice6403_2.nii;[55383.0, 2095.0, 5475.0, 508.0, 2075.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52406, 4428, 4996, 0, 3706]
ctslice6403_3.nii;[55383.0, 2095.0, 5475.0, 508.0, 2075.0];[47919, 4428, 4996, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56834, 0, 4996, 0, 3706]
ctslice6404_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6404_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6404_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6405_1.nii;[64086.0, 1450.0, 0.0, 0.0, 0.0];[61108, 4428, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6405_2.nii;[64086.0, 1450.0, 0.0, 0.0, 0.0];[61108, 4428, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6405_3.nii;[64086.0, 1450.0, 0.0, 0.0, 0.0];[61108, 4428, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice6406_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6406_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6406_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6407_1.nii;[63737.0, 0.0, 1799.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6407_2.nii;[63737.0, 0.0, 1799.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6407_3.nii;[63737.0, 0.0, 1799.0, 0.0, 0.0];[60540, 0, 4996, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[60540, 0, 4996, 0, 0]
ctslice6408_1.nii;[47782.0, 4452.0, 0.0, 8135.0, 5167.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice6408_2.nii;[47782.0, 4452.0, 0.0, 8135.0, 5167.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice6408_3.nii;[47782.0, 4452.0, 0.0, 8135.0, 5167.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice6409_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6409_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6409_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice640_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice640_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice640_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6410_1.nii;[51963.0, 1487.0, 6963.0, 5123.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61049, 0, 0, 4487, 0]
ctslice6410_2.nii;[51963.0, 1487.0, 6963.0, 5123.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice6410_3.nii;[51963.0, 1487.0, 6963.0, 5123.0, 0.0];[51625, 4428, 4996, 4487, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56053, 0, 4996, 4487, 0]
ctslice6411_1.nii;[54667.0, 2986.0, 0.0, 4917.0, 2966.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6411_2.nii;[54667.0, 2986.0, 0.0, 4917.0, 2966.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61830, 0, 0, 0, 3706]
ctslice6411_3.nii;[54667.0, 2986.0, 0.0, 4917.0, 2966.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6412_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6412_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6412_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6413_1.nii;[48056.0, 4895.0, 0.0, 5052.0, 7533.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice6413_2.nii;[48056.0, 4895.0, 0.0, 5052.0, 7533.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice6413_3.nii;[48056.0, 4895.0, 0.0, 5052.0, 7533.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56621, 4428, 0, 4487, 0]
ctslice6414_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6414_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6414_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6415_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[61049, 0, 0, 4487, 0]
ctslice6415_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6415_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6416_1.nii;[49363.0, 4487.0, 0.0, 7147.0, 4539.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[56834, 0, 4996, 0, 3706]
ctslice6416_2.nii;[49363.0, 4487.0, 0.0, 7147.0, 4539.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice6416_3.nii;[49363.0, 4487.0, 0.0, 7147.0, 4539.0];[52915, 4428, 0, 4487, 3706];[51625, 4428, 4996, 4487,3706];[51625, 4428, 4996, 4487,3706];[52915, 4428, 0, 4487, 3706]
ctslice6417_1.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6417_2.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[65536,0,0,0,0];[65536, 0, 0, 0, 0]
ctslice6417_3.nii;[65536.0, 0.0, 0.0, 0.0, 0.0];[65536, 0, 0, 0, 0];[51625, 4428, 4996, 4487,3706];[0,0,0,0,0];[65536, 0, 0, 0, 0]
